,Duration,Total_Coverage,Coverage_Above_Existing,Coverage_Above_Initial,Percent_Coverage,Percent_Coverage_Above_Existing,Percent_Coverage_Above_Initial,Algorithm
0,6.755063307285309,817331.3288638423,11232.061083395836,462.3979223142378,0.5510371269122354,0.007572550384555531,0.00031174434847177013,First-Choice Hill Climbing
1,7.063264834880829,816192.8468806179,12832.994601378863,0.0,0.5502695730220042,0.008651884768266428,0.0,First-Choice Hill Climbing
2,6.727611394723256,817466.9375850738,10911.100554426072,456.56925020122435,0.5511285530419979,0.007356161801994304,0.00030781471232368187,First-Choice Hill Climbing
3,6.5699602921803795,816861.4950341663,10302.95362689098,124.08373317366932,0.550720369344664,0.006946154839266871,8.365609075527508e-05,First-Choice Hill Climbing
4,6.520010554790497,817056.9297852764,10501.092754628578,1.1641532182693481e-10,0.5508521296234486,0.007079738383444965,7.848611964654533e-17,First-Choice Hill Climbing
5,6.4758720874786375,816547.4932164802,13187.640937241258,0.0,0.5505086722600759,0.00889098400633824,0.0,First-Choice Hill Climbing
6,6.568460635344187,816580.9988525138,8791.429489454873,181.01445575174876,0.5505312614460809,0.005927099422525298,0.00012203825071245011,First-Choice Hill Climbing
7,6.514160660902659,817585.1408570291,10572.734576180195,922.5210944917053,0.5512082445808754,0.00712803862854806,0.0006219550817063126,First-Choice Hill Climbing
8,6.436204369862875,816700.6588201186,10601.391039672097,1.1641532182693481e-10,0.550611935075522,0.007147358547841981,7.848611964654533e-17,First-Choice Hill Climbing
9,6.469590091705323,818610.2938111625,11048.708366836587,2011.4968273562845,0.5518993931011168,0.007448935700306478,0.0013561323216133951,First-Choice Hill Climbing
10,6.395077311992646,816663.0735501052,9299.899440878857,314.8833969582338,0.5505865954384971,0.006269905101518855,0.00021229143707659733,First-Choice Hill Climbing
11,6.425542056560516,817898.1353507898,10885.729069940826,1088.3462276190985,0.5514192625371073,0.007339056584780028,0.0007337528333664351,First-Choice Hill Climbing
12,6.418827613194783,816870.3569534548,10771.089173008291,354.4478854025947,0.5507263439676489,0.007261767439968914,0.00023896544463047255,First-Choice Hill Climbing
13,6.447755281130473,816396.7695814844,13036.917302245365,0.0,0.5504070557970175,0.008789367543279913,0.0,First-Choice Hill Climbing
14,6.542133943239848,816490.8203157437,13130.968036504648,0.0,0.5504704639211896,0.008852775667451861,0.0,First-Choice Hill Climbing
15,6.495939759413401,816712.0329450041,13352.180665765038,0.0,0.5506196034039913,0.00900191515025352,0.0,First-Choice Hill Climbing
16,6.505609158674876,816535.6952916721,13175.843012433099,0.0,0.550500718209668,0.008883029955930249,0.0,First-Choice Hill Climbing
