,Duration,Total_Coverage,Coverage_Above_Existing,Coverage_Above_Initial,Percent_Coverage,Percent_Coverage_Above_Existing,Percent_Coverage_Above_Initial,Algorithm
6,8.134576626618703,816585.2362239539,10485.968443507369,98.54593659914099,0.5505341182422191,0.00706954171453917,6.643874748806075e-05,Random Restart Hill Climbing with Simulated Annealing
7,8.396689649422964,819989.3424055049,11607.22837405219,3251.354758677655,0.5528291347474514,0.007825484658153116,0.002192032926579059,Random Restart Hill Climbing with Simulated Annealing
8,8.40439614057541,819610.809831384,11687.81416740419,3190.180134755792,0.5525739316312609,0.007879814845276074,0.0021507895680836753,Random Restart Hill Climbing with Simulated Annealing
9,8.241721264521281,817732.4568626316,10795.210271369828,815.9616597470595,0.551307563652112,0.007278029658569522,0.0005501137088218246,Random Restart Hill Climbing with Simulated Annealing
10,8.138762148221334,816962.4289041508,10453.842314065927,329.71859168156516,0.5507884180144754,0.00704788257895846,0.00022229318641476555,Random Restart Hill Climbing with Simulated Annealing
11,8.261458059151968,818148.8512415419,9904.067966365168,1775.735357247875,0.5515882928424835,0.0066772298628461416,0.0011971841465743531,Random Restart Hill Climbing with Simulated Annealing
12,8.106468590100606,817046.2249602859,10490.387929638184,22.565024095238186,0.5508449125306999,0.0070725212906962934,1.521312790423674e-05,Random Restart Hill Climbing with Simulated Annealing
13,7.960948161284128,818067.764774772,11055.358493922951,1503.4328133692034,0.5515336251060313,0.00745341915370397,0.001013600321837846,Random Restart Hill Climbing with Simulated Annealing
14,7.964472810427348,818587.5010813477,11618.584746141601,2276.094236550387,0.5518840264561491,0.007833141017853647,0.00153452141671075,Random Restart Hill Climbing with Simulated Annealing
15,7.984905473391215,821058.4909337409,12676.376902288208,4891.0252109650755,0.5535499446716967,0.008546294582398372,0.0032974833885934195,Random Restart Hill Climbing with Simulated Annealing
16,8.103982627391815,819050.2457395628,11581.270208512538,2532.8444836474955,0.5521960045707177,0.007807983906066731,0.0017076200286177039,Random Restart Hill Climbing with Simulated Annealing
17,8.126881849765777,817018.9208701008,10919.653089654421,41.8870261994889,0.5508265043688233,0.007361927841143441,2.8239840755827638e-05,Random Restart Hill Climbing with Simulated Annealing
18,8.265650184949239,817168.5840643719,10355.270831617441,393.04187832865864,0.5509274058926769,0.006981426608698031,0.00026498515319543347,Random Restart Hill Climbing with Simulated Annealing
19,8.26864953438441,818889.1846046023,11420.20907355207,2121.3438808011124,0.5520874186620028,0.007699397997351826,0.0014301901762341818,Random Restart Hill Climbing with Simulated Annealing
20,7.862788955370585,818047.3055763206,11491.468545672937,2069.837342993007,0.5515198317060533,0.00774744046604974,0.0013954649508467881,Random Restart Hill Climbing with Simulated Annealing
21,7.9993859728177386,819341.850006187,11470.968298453481,2920.193589954637,0.5523926014361521,0.007733619391376752,0.0019687671682339153,Random Restart Hill Climbing with Simulated Annealing
22,7.8341114044189455,818418.5326290703,10036.418597617674,1754.3538357319776,0.551770109508158,0.006766459418859589,0.0011827689250245928,Random Restart Hill Climbing with Simulated Annealing
23,8.119194142023723,818666.4366144807,11654.030333631694,2356.565602637478,0.5519372440532885,0.00785703810096119,0.0015887744580434166,Random Restart Hill Climbing with Simulated Annealing
24,8.122712230682373,817532.4156807531,10520.009399904096,1261.057212458807,0.5511726977608464,0.007092491808519138,0.000850192961759103,Random Restart Hill Climbing with Simulated Annealing
25,8.415379695097606,817500.3740753345,10487.96779448549,1528.7345541587565,0.5511510956105703,0.007070889658242986,0.0010306585185056946,Random Restart Hill Climbing with Simulated Annealing
26,8.018700536092123,817445.6781010159,10889.841070368177,915.0653719002148,0.5511142200969593,0.007341828856955744,0.0006169285033643562,Random Restart Hill Climbing with Simulated Annealing
27,8.131810621420543,816845.9068849098,8920.36210365831,322.9677263274789,0.5507098599604316,0.006014024583456919,0.00021774181622067533,Random Restart Hill Climbing with Simulated Annealing
28,7.999304600556692,818364.3780753101,10895.40254425995,2115.160099842935,0.5517335990152166,0.007345578350565613,0.0014260211290285823,Random Restart Hill Climbing with Simulated Annealing
29,7.695376201470693,817379.4340339551,10823.597003307297,737.6005162906367,0.5510695589673794,0.007297167727375711,0.0004972833598227126,Random Restart Hill Climbing with Simulated Annealing
