Satellite, Latitude, Longitude, Altitude
STARLINK-5735, -39.294092, -138.700651, 570.26
STARLINK-5748, 33.915453, 12.932284, 561.01
STARLINK-5725, -43.135029, -107.150076, 571.61
STARLINK-5700, -32.768910, -62.960160, 567.50
STARLINK-5726, -26.254728, -51.376144, 565.18
STARLINK-5719, -40.083431, -83.396285, 570.35
STARLINK-5722, 1.275945, -18.381357, 558.76
STARLINK-5730, 9.456710, -9.538260, 558.39
STARLINK-5734, 13.477416, -4.977421, 558.45
STARLINK-5715, -15.007795, -36.296397, 561.66
STARLINK-5714, -3.778805, -36.808201, 559.39
STARLINK-5712, 24.909949, 9.856765, 559.41
STARLINK-5710, 43.032147, 64.646712, 563.04
STARLINK-5721, 34.517321, 27.300458, 561.02
STARLINK-5717, 43.124155, 72.902655, 563.13
STARLINK-5720, 39.973722, 96.622082, 562.40
STARLINK-5718, 32.567497, 117.020077, 560.72
STARLINK-5709, 39.388853, 41.215667, 562.30
STARLINK-5702, 26.002900, 128.583938, 559.58
STARLINK-5698, 10.710854, 148.231289, 558.16
STARLINK-5484, -28.397925, 102.066804, 580.93
STARLINK-5497, -48.579526, 89.155493, 588.46
STARLINK-5303, -7.324542, 110.660429, 575.37
STARLINK-5558, 48.436419, -90.921517, 580.78
STARLINK-5546, 34.860309, 127.880010, 577.45
STARLINK-5498, 54.458246, 143.694995, 582.33
STARLINK-5500, 34.053336, 127.437870, 577.30
STARLINK-5495, 27.099814, -97.395532, 575.90
STARLINK-5218, 65.369941, -118.946410, 584.85
STARLINK-5062, 55.458664, 125.102385, 582.58
STARLINK-5507, 68.749376, -178.209132, 585.54
STARLINK-5508, 6.795947, -89.220242, 574.10
STARLINK-5069, -15.393392, -81.056964, 577.25
STARLINK-5065, 27.901446, -97.773047, 576.01
STARLINK-5483, -6.187680, 91.196507, 575.27
STARLINK-5502, 64.662563, -136.532839, 584.66
STARLINK-5104, 35.972674, 108.633342, 577.72
STARLINK-5510, -64.684277, 43.199567, 593.92
STARLINK-5501, 47.382159, -109.864711, 580.49
STARLINK-5469, -55.583209, -54.934047, 590.99
STARLINK-5494, 5.961342, -88.916267, 574.18
STARLINK-5506, 69.137373, 165.114446, 585.57
STARLINK-5487, -36.149534, -71.466590, 583.76
STARLINK-5067, -47.418931, 69.901427, 587.99
STARLINK-5070, 15.072004, 99.020266, 574.37
STARLINK-5267, 4.823850, -108.374508, 574.18
STARLINK-5326, -48.174598, 69.240663, 588.23
STARLINK-5328, 46.342483, -128.863972, 580.36
STARLINK-5307, -69.145492, -15.014248, 595.11
STARLINK-5477, 25.967647, -116.752694, 575.79
STARLINK-5467, 56.528827, 106.298809, 582.86
STARLINK-5475, -56.542192, -73.490811, 591.42
STARLINK-5479, 63.911668, -154.201090, 584.55
STARLINK-5473, -63.901586, 25.613591, 593.64
STARLINK-5480, -16.423811, -100.525549, 577.49
STARLINK-5474, -46.380001, 50.902542, 587.58
STARLINK-5456, -26.861393, 62.636235, 580.39
STARLINK-5455, -37.234325, -90.708472, 584.15
STARLINK-5459, -69.481592, -31.463706, 595.13
STARLINK-5423, -26.032196, 63.015739, 580.10
STARLINK-5460, 69.222710, 146.012963, 585.66
STARLINK-5463, -4.923647, 71.385013, 575.01
STARLINK-5462, 37.206816, 89.072478, 578.08
STARLINK-5232, 69.499987, 148.553897, 585.83
STARLINK-5300, -45.335393, 31.872261, 587.36
STARLINK-5324, 57.476843, 87.807716, 583.13
STARLINK-5314, 16.345267, 79.240522, 574.46
STARLINK-5592, 11.554635, 157.630473, 574.08
STARLINK-5594, -9.711983, 149.859938, 575.89
STARLINK-5602, -30.738967, 141.006534, 581.88
STARLINK-5601, -10.560056, 149.543044, 576.01
STARLINK-5565, -51.371641, 126.133429, 589.52
STARLINK-5579, 30.554171, -39.104910, 576.55
STARLINK-5539, 52.409955, -178.615276, 581.75
STARLINK-5580, 67.769917, -144.350579, 585.29
STARLINK-5560, 50.597124, -52.887912, 581.32
STARLINK-5573, 66.746206, -84.112357, 585.10
STARLINK-5577, 32.558969, 166.725191, 576.72
STARLINK-5613, -52.546430, 1.335872, 590.01
STARLINK-5617, 31.376446, -39.517137, 576.76
STARLINK-5612, -11.836989, -22.464260, 576.20
STARLINK-5619, -67.414947, 33.597162, 594.79
STARLINK-5614, -66.725742, 95.774358, 594.63
STARLINK-5544, 9.500721, -30.264044, 574.05
STARLINK-5072, -32.731149, -13.385627, 582.57
STARLINK-5081, -33.829311, -32.637686, 582.97
STARLINK-5532, -50.605992, 126.904362, 589.34
STARLINK-5611, 52.671812, 161.794550, 581.86
STARLINK-5603, 49.571979, -71.770866, 581.10
STARLINK-5593, -67.804984, 35.644727, 594.91
STARLINK-5499, 66.113930, -101.427537, 584.96
STARLINK-5595, 68.262276, -161.351639, 585.42
STARLINK-5599, -12.065735, -42.262648, 576.32
STARLINK-5606, 53.402849, 162.627754, 582.06
STARLINK-5583, 29.430442, -58.433134, 576.36
STARLINK-5584, 8.472336, -49.766533, 574.18
STARLINK-5557, -12.901285, -41.944630, 576.51
STARLINK-5591, -53.545531, -17.408634, 590.43
STARLINK-5835, -30.299623, 120.937301, 581.70
STARLINK-5833, -52.809064, -18.255435, 590.18
STARLINK-5812, -68.306966, 18.728240, 595.05
STARLINK-5809, -66.081654, 78.491132, 594.40
STARLINK-5810, 33.789462, 147.091859, 577.20
STARLINK-5814, -29.487398, 121.336091, 581.36
STARLINK-5816, -8.451699, 130.039555, 575.54
STARLINK-5817, 28.167461, -78.112445, 576.07
STARLINK-5819, 12.830854, 137.827231, 574.17
STARLINK-5820, -49.586491, 108.045955, 588.88
STARLINK-5826, 8.049531, -69.488039, 574.18
STARLINK-5825, 7.212973, -69.181417, 574.11
STARLINK-5797, -68.426881, -0.370566, 594.90
STARLINK-5818, -14.049384, -61.383488, 576.79
STARLINK-5823, -68.743645, 1.866528, 595.09
STARLINK-5811, -34.963167, -51.943916, 583.84
STARLINK-5804, -54.513512, -36.117324, 590.72
STARLINK-5815, 13.971348, 118.386368, 574.26
STARLINK-5813, -8.138029, 110.279677, 575.52
STARLINK-5807, -65.419382, 61.006436, 594.18
STARLINK-5856, -49.288718, 58.294721, 588.93
STARLINK-5859, -34.165702, -160.901494, 582.96
STARLINK-5796, -65.899672, 87.405435, 594.35
STARLINK-5855, -68.621926, 130.623920, 532.12
STARLINK-5867, -68.436334, 147.039027, 594.98
STARLINK-5871, -34.974989, -161.347612, 583.27
STARLINK-5862, -52.825490, 164.956269, 590.04
STARLINK-5861, 49.284413, -121.912144, 581.15
STARLINK-5863, 29.118508, -135.126239, 576.20
STARLINK-5854, 8.036246, -143.802902, 574.04
STARLINK-5849, -33.050012, 179.817600, 582.75
STARLINK-5922, 65.917129, -92.733006, 584.94
STARLINK-5921, 9.182925, -163.254544, 574.24
STARLINK-5919, 54.403815, 2.770210, 582.22
STARLINK-5930, 33.961686, 19.006241, 577.10
STARLINK-5898, 53.694232, 3.627823, 582.07
STARLINK-5896, 11.868796, 8.854742, 574.14
STARLINK-5897, 12.999421, 28.297860, 574.10
STARLINK-5848, 31.490716, -174.108710, 576.68
STARLINK-5852, 30.232087, -154.455076, 576.47
STARLINK-5927, 12.711360, 8.531527, 574.28
STARLINK-5920, 50.311092, -140.801064, 581.24
STARLINK-5882, 10.451078, 176.933862, 574.18
STARLINK-5913, 66.567388, -110.055313, 584.95
STARLINK-5909, 67.911803, -49.826757, 585.33
STARLINK-5918, 32.855890, -0.279768, 577.13
STARLINK-5864, 52.685839, -15.088040, 581.78
STARLINK-5914, -12.091012, -171.031041, 576.30
STARLINK-5917, -66.616000, 69.944333, 594.37
STARLINK-5932, -30.421446, 25.431252, 581.77
STARLINK-5926, -50.437051, 39.120774, 589.25
STARLINK-5925, -8.554969, 16.310596, 575.52
STARLINK-5857, -9.404488, 16.624875, 575.76
STARLINK-5851, -68.258421, 127.905452, 594.92
STARLINK-5900, 67.773689, -68.950355, 585.23
STARLINK-5899, 67.173729, -127.245870, 585.11
STARLINK-5911, 31.749349, -19.586945, 576.84
STARLINK-5908, -67.898750, 130.043116, 594.73
STARLINK-5893, 52.429426, -34.685646, 581.80
STARLINK-5889, 51.360741, -159.616244, 581.23
STARLINK-5892, -67.356969, 113.005291, 594.69
STARLINK-5878, -10.638918, -2.794262, 575.91
STARLINK-5883, -31.807603, 160.182181, 582.31
STARLINK-5884, 10.728036, -10.600482, 574.14
STARLINK-5928, -31.529949, 6.113127, 582.03
STARLINK-5929, -51.448682, 20.273384, 589.56
STARLINK-5938, 51.675975, -33.892911, 581.63
STARLINK-5933, -51.691831, 145.909183, 589.77
STARLINK-5906, 67.371868, -66.874662, 585.17
STARLINK-5924, -67.218381, 52.762994, 594.69
STARLINK-5895, -1.273793, -6.678728, 579.62
STARLINK-5894, -10.801892, 169.170735, 576.08
STARLINK-5905, -43.084418, -40.805463, 571.44
STARLINK-5915, 6.286169, 51.523647, 558.35
STARLINK-5916, -32.114268, 2.909792, 567.23
STARLINK-5947, -18.023281, 24.563641, 562.13
STARLINK-5946, -39.676800, -17.232538, 570.18
STARLINK-5948, 35.167577, 93.367836, 561.52
STARLINK-5962, 2.174238, 47.111813, 558.71
STARLINK-5969, -28.930442, 8.792680, 565.95
STARLINK-5956, 14.357097, 60.588522, 558.40
STARLINK-5957, -6.055754, 38.326214, 559.60
STARLINK-5903, 43.067548, 139.198763, 563.09
STARLINK-5902, 37.400469, 169.899827, 561.78
STARLINK-5901, 41.451259, 114.974163, 562.74
STARLINK-5910, -2.482532, -132.993314, 559.00
STARLINK-5944, 28.671768, -171.195746, 560.07
STARLINK-5799, 9.842641, -146.258448, 558.23
STARLINK-5789, 42.447933, 147.307847, 562.90
STARLINK-5787, -14.646632, -119.499760, 561.65
STARLINK-5801, 21.595842, -160.520792, 559.04
STARLINK-5794, -29.369095, -98.866440, 566.34
STARLINK-5806, -18.551817, -114.728216, 562.69
STARLINK-5803, -41.528628, -65.015277, 570.80
STARLINK-5964, -25.933457, -104.491286, 564.88
STARLINK-5968, -37.838591, -79.861951, 569.44
STARLINK-5936, -41.038165, -79.800381, 570.76
STARLINK-5940, -28.227603, -112.966563, 566.00
STARLINK-5941, -42.603782, -57.104946, 571.28
STARLINK-5942, -42.299584, -71.976807, 571.26
STARLINK-5939, -37.039452, -94.347737, 569.20
STARLINK-5943, -6.994748, 24.291219, 559.87
STARLINK-5934, -40.111723, -31.985404, 570.31
STARLINK-5945, -11.072345, 19.779181, 560.59
STARLINK-5949, -43.136147, -55.625565, 571.75
STARLINK-5912, -22.712960, 5.357521, 563.98
STARLINK-5907, -32.788512, -11.475441, 567.44
STARLINK-5783, 24.858780, 61.301789, 559.44
STARLINK-5771, 5.354916, 37.502062, 558.34
STARLINK-5772, 43.128289, 124.316008, 563.18
STARLINK-5766, -24.753673, -118.432173, 564.75
STARLINK-5770, 28.333022, 66.776841, 560.03
STARLINK-5777, 17.375672, 51.214570, 558.64
STARLINK-5779, 37.937254, 155.280770, 561.90
STARLINK-5774, 37.140971, 85.507023, 561.77
STARLINK-5781, 29.453222, 174.439366, 560.15
STARLINK-5785, 42.640805, 132.451422, 563.01
STARLINK-5786, -1.537931, -147.012695, 559.01
STARLINK-5784, 10.766199, -160.309547, 558.33
STARLINK-5782, -5.646882, -142.616045, 559.41
STARLINK-5792, 22.427934, -174.677447, 559.28
STARLINK-5790, 6.691394, -155.813981, 558.59
STARLINK-5758, 33.906839, 64.378900, 561.08
STARLINK-5793, -13.750741, -133.571351, 561.44
STARLINK-5795, 42.115382, 93.124143, 562.79
STARLINK-5798, 43.157365, 109.404191, 563.16
STARLINK-5800, 41.873428, 125.557319, 562.77
STARLINK-6102, -18.113961, 127.427412, 562.50
STARLINK-6109, 14.289966, 163.490794, 558.49
STARLINK-6090, -10.204586, 136.747529, 560.52
STARLINK-6089, 21.996733, 173.218975, 559.18
STARLINK-6077, 22.314577, 121.593076, 559.15
STARLINK-6088, 2.093932, 150.006913, 558.71
STARLINK-6093, 37.667485, -156.958141, 561.96
STARLINK-6076, 43.098740, -126.126249, 563.29
STARLINK-6095, 43.068880, -117.915964, 563.21
STARLINK-6075, 32.240874, -170.072308, 560.84
STARLINK-6096, 39.588600, -94.358358, 562.38
STARLINK-6062, 41.284233, -101.926075, 562.87
STARLINK-6066, 1.705655, -34.467965, 558.67
STARLINK-6078, 25.275945, -62.795108, 559.59
STARLINK-6030, -18.496150, -11.819116, 562.64
STARLINK-6081, 31.944797, -74.216749, 560.62
STARLINK-6083, -6.522838, -25.672219, 559.71
STARLINK-6082, 13.913956, -47.925364, 558.52
STARLINK-6084, -43.111229, 53.862875, 571.40
STARLINK-6080, -35.310202, 16.265950, 568.37
STARLINK-6113, -39.504370, 85.524116, 569.99
STARLINK-6103, -25.893947, -1.573080, 564.86
STARLINK-6101, -28.621215, 111.429963, 565.93
STARLINK-6114, -41.501565, 37.823726, 570.77
STARLINK-6107, 13.350177, 149.414339, 558.55
STARLINK-6105, -37.331074, 92.638910, 569.19
STARLINK-6091, -22.768903, 108.286177, 563.91
STARLINK-6079, -41.678688, 63.272227, 570.83
STARLINK-6092, -32.864090, 91.371368, 567.54
STARLINK-6094, -41.216468, 77.995353, 570.69
STARLINK-6115, 9.340019, 144.864252, 558.52
STARLINK-6126, -35.668291, 84.989241, 568.49
STARLINK-6119, -2.985642, 131.616854, 559.16
STARLINK-6124, 21.129952, 159.058248, 559.01
STARLINK-6104, 41.101621, -156.890614, 562.75
STARLINK-6122, -11.143612, 122.707959, 560.66
STARLINK-6121, 31.724678, 124.020585, 560.79
STARLINK-6117, 31.529405, 175.539764, 560.66
STARLINK-6120, 32.641600, -88.601263, 560.87
STARLINK-6071, 39.320534, -164.496476, 562.38
STARLINK-5566, 35.502817, -95.030432, 561.51
STARLINK-5564, 43.021455, -141.004036, 563.13
STARLINK-5489, 40.029124, -109.078742, 562.48
STARLINK-5090, -31.743662, -4.474928, 567.11
STARLINK-4774, 22.513632, -71.790728, 559.18
STARLINK-5375, 14.840403, -61.999795, 558.57
STARLINK-5377, -34.673989, 1.766110, 568.16
STARLINK-5376, 2.639115, -48.447150, 558.53
STARLINK-5016, -43.040564, 38.970336, 571.45
STARLINK-5374, -9.631705, -35.245763, 560.41
STARLINK-5111, -41.171111, 23.040157, 570.59
STARLINK-5140, 18.539485, 116.602055, 558.71
STARLINK-5089, 6.562784, 102.740016, 558.42
STARLINK-30107, 37.445335, -35.776631, 562.08
STARLINK-30106, -37.347692, 144.098858, 569.19
STARLINK-30095, 30.233504, -45.623063, 560.52
STARLINK-30103, -28.645048, 162.897740, 565.92
STARLINK-30113, -42.420787, 121.571033, 570.96
STARLINK-30098, -17.738620, 178.522841, 562.31
STARLINK-30090, 6.200996, -154.116231, 558.43
STARLINK-30049, 18.213226, -140.328285, 558.91
STARLINK-30083, 36.567165, -134.758839, 561.78
STARLINK-30089, 35.985277, -149.327149, 561.70
STARLINK-30086, 28.739512, -16.917723, 560.26
STARLINK-30109, 42.455800, -58.384450, 563.05
STARLINK-30108, -42.690178, 106.750024, 571.11
STARLINK-30104, -5.735059, -167.708468, 559.59
STARLINK-30101, -6.495152, 25.780398, 560.02
STARLINK-30111, -29.286374, 55.392544, 566.33
STARLINK-30099, -37.818103, 74.471013, 569.21
STARLINK-30094, -42.594769, 97.197976, 571.48
STARLINK-30112, -18.499570, 39.602847, 562.69
STARLINK-6038, 81.837807, -118.494835, 574.88
STARLINK-5954, 71.448551, 153.675001, 574.46
STARLINK-6039, 62.062193, 144.806582, 572.71
STARLINK-5988, 81.274167, -110.329104, 575.07
STARLINK-5876, 32.692574, 135.141373, 566.54
STARLINK-6033, 79.669490, 177.358050, 575.24
STARLINK-6035, 42.581799, 137.271810, 568.80
STARLINK-6034, 52.384054, 140.201533, 570.83
STARLINK-5981, 2.814227, 130.608982, 564.44
STARLINK-5980, 53.680375, 140.688075, 571.04
STARLINK-5997, -25.710291, 126.555671, 572.24
STARLINK-5992, 12.795298, 131.967835, 563.57
STARLINK-5984, -7.168643, 129.273692, 565.76
STARLINK-5967, 14.119015, 132.154589, 563.59
STARLINK-5991, -36.965794, 124.477974, 577.37
STARLINK-5093, 22.764632, 133.439839, 564.39
STARLINK-5553, -46.799610, 122.073233, 581.82
STARLINK-5548, -27.073725, 126.328655, 572.80
STARLINK-5559, -73.984821, 102.519374, 590.99
STARLINK-5562, -17.137491, 127.879551, 568.86
STARLINK-5561, -64.830960, 113.742241, 588.41
STARLINK-5554, -56.516725, 118.604058, 585.71
STARLINK-5552, -79.657526, -2.610649, 592.35
STARLINK-5540, -66.081073, 112.729982, 588.95
STARLINK-5543, -75.119334, 100.073280, 591.14
STARLINK-5955, -81.857590, 61.157080, 592.58
STARLINK-5976, -52.515658, -39.655254, 584.83
STARLINK-5974, -71.477906, -26.187119, 590.86
STARLINK-5979, -42.740624, -42.593030, 580.98
STARLINK-5837, -62.156108, -35.039327, 588.33
STARLINK-5829, -32.891846, -44.724767, 576.69
STARLINK-5888, -72.673024, -24.332756, 591.22
STARLINK-5887, -3.078167, -49.259280, 565.97
STARLINK-5886, -13.064200, -47.898045, 568.79
STARLINK-5891, 6.897287, -50.593430, 563.84
STARLINK-5885, -22.988080, -46.428907, 572.47
STARLINK-5874, 75.080050, -79.740350, 573.86
STARLINK-5877, -34.194607, -44.473383, 577.16
STARLINK-5533, 36.689767, -55.370008, 565.37
STARLINK-5535, 26.826063, -53.534355, 563.87
STARLINK-5538, 35.457162, -55.117195, 565.36
STARLINK-5482, 16.878695, -51.987129, 563.76
STARLINK-5551, 45.332758, -57.422155, 567.40
STARLINK-5549, 46.632836, -57.785274, 567.35
STARLINK-5550, 56.408017, -61.254831, 569.87
STARLINK-5972, 66.013720, -67.122519, 572.65
STARLINK-6156, 32.762438, -37.117510, 560.99
STARLINK-6158, 14.991257, -10.447436, 558.52
STARLINK-6188, -7.579688, 14.228320, 558.18
STARLINK-6189, 2.822607, 3.088742, 558.63
STARLINK-6191, -31.624190, 47.019593, 566.92
STARLINK-6157, -34.570645, 53.258786, 568.08
STARLINK-6161, -24.929885, 35.717142, 564.53
STARLINK-6159, -13.514340, 20.895260, 561.26
STARLINK-6160, -43.027171, 90.393524, 571.42
STARLINK-6166, -41.116278, 74.480659, 570.64
STARLINK-6153, -32.650708, 142.678651, 567.41
STARLINK-6173, -41.595548, 114.635596, 570.78
STARLINK-5836, -10.863951, 173.887106, 560.65
STARLINK-6178, -35.486750, 136.306934, 568.39
STARLINK-6176, 21.397277, -149.718897, 559.08
STARLINK-6145, -22.507984, 159.514924, 563.89
STARLINK-6300, 0.024423, 173.553316, 558.94
STARLINK-6298, 1.430350, -172.821486, 558.70
STARLINK-6301, -8.170059, 164.747858, 560.15
STARLINK-6303, 13.642654, -159.388432, 558.57
STARLINK-6305, 30.646341, -147.400329, 560.82
STARLINK-6273, 20.111357, -163.560987, 558.82
STARLINK-6302, 42.047960, -112.540059, 562.92
STARLINK-6271, 12.294102, -173.078072, 558.39
STARLINK-6288, 42.837183, -88.125545, 563.12
STARLINK-6277, 38.769606, -127.705396, 562.20
STARLINK-6267, 33.459006, -51.586063, 561.16
STARLINK-6256, 42.746665, -119.385260, 563.17
STARLINK-6284, 38.574734, -65.018987, 562.26
STARLINK-6287, 3.787191, -10.940990, 558.49
STARLINK-6285, 23.506673, -34.455051, 559.37
STARLINK-6283, -27.613749, 26.896978, 565.47
STARLINK-6282, 11.940178, -19.897137, 558.49
STARLINK-6289, -42.921111, 75.528234, 571.35
STARLINK-6241, -8.552145, 2.290849, 560.23
STARLINK-6281, -43.155561, 83.677577, 571.48
STARLINK-6279, -16.548633, 11.508339, 561.94
STARLINK-6278, -36.097353, 121.761802, 568.59
STARLINK-6258, -40.751750, 59.692981, 570.41
STARLINK-5136, -23.361464, 145.316698, 564.09
STARLINK-6268, -41.885713, 99.832138, 570.93
STARLINK-6260, 29.941943, -161.697745, 560.42
STARLINK-6261, -26.920117, 139.973758, 565.31
STARLINK-5356, 34.118929, -66.049528, 561.16
STARLINK-5350, -15.773901, 155.184401, 561.89
STARLINK-6272, 24.343025, -48.673819, 559.47
STARLINK-6270, 22.996989, -172.658607, 559.26
STARLINK-6236, 4.677517, -24.904286, 558.31
STARLINK-6239, 12.855376, -33.955903, 558.35
STARLINK-6242, -19.515203, 2.221422, 562.94
STARLINK-6224, -7.620620, -11.740114, 559.95
STARLINK-5352, -28.066119, 125.947709, 565.68
STARLINK-5724, 11.360931, 172.835599, 558.50
STARLINK-6238, -40.361450, 44.922228, 570.42
STARLINK-6264, -43.152971, 68.775762, 571.44
STARLINK-5990, -69.549962, -50.585705, 595.20
STARLINK-5993, 24.805008, -136.168582, 575.66
STARLINK-5970, -63.699108, 6.235230, 593.65
STARLINK-5985, 3.646497, -127.885809, 574.29
STARLINK-5986, -17.576228, -120.006974, 577.68
STARLINK-5935, -38.366467, -109.965654, 584.53
STARLINK-5959, -24.866981, 43.604987, 579.85
STARLINK-5987, -3.721202, 51.887640, 574.77
STARLINK-5995, -63.099008, 7.801560, 593.41
STARLINK-5994, -25.714894, 43.224824, 579.99
STARLINK-6050, -69.740306, -47.984288, 595.12
STARLINK-6048, 69.580834, 129.590472, 585.76
STARLINK-6047, 17.532415, 59.776780, 574.63
STARLINK-6037, 63.028383, -172.225641, 584.42
STARLINK-6045, -2.177957, 12.275433, 574.56
STARLINK-6051, -57.487194, -92.047768, 591.64
STARLINK-6043, 38.310646, 69.800530, 578.39
STARLINK-6054, -43.052940, -6.654488, 586.50
STARLINK-6053, 69.755282, 132.041854, 585.80
STARLINK-6055, -23.770675, 24.215732, 579.42
STARLINK-5998, 45.138232, -148.245233, 580.15
STARLINK-5518, -69.929830, -64.384331, 595.41
STARLINK-5523, -44.348785, 12.695620, 587.14
STARLINK-5521, -2.603312, 32.420344, 574.64
STARLINK-5038, -3.452287, 32.113173, 574.90
STARLINK-5486, 58.412962, 69.345888, 583.42
STARLINK-5524, -62.293138, -10.124172, 593.30
STARLINK-5541, 44.873694, -167.906305, 580.02
STARLINK-5545, 18.626365, 40.344209, 574.77
STARLINK-5534, 24.419224, -156.269570, 575.63
STARLINK-6041, 69.938850, 115.607394, 585.82
STARLINK-6044, -39.573033, -129.483318, 585.18
STARLINK-6214, -2.761058, 31.175496, 553.53
STARLINK-6222, 2.377443, -147.700432, 574.32
STARLINK-6220, 62.222482, 169.835698, 584.26
STARLINK-5868, 44.106832, -167.328123, 579.73
STARLINK-6221, 23.578507, -155.901808, 575.49
STARLINK-6210, -58.533936, -110.657575, 592.02
STARLINK-6201, -18.845116, -139.767698, 578.02
STARLINK-6196, -22.520201, 4.489305, 579.14
STARLINK-6204, 61.404094, 151.764597, 584.07
STARLINK-5923, 1.247816, -167.160810, 574.41
STARLINK-5873, 59.319218, 51.011729, 583.56
STARLINK-5842, -19.979330, -159.172031, 578.29
STARLINK-5846, -40.647630, -148.654608, 585.65
STARLINK-5841, 42.628201, 153.597467, 579.38
STARLINK-5530, -39.841733, -149.179234, 585.24
STARLINK-5529, -70.059922, -80.711878, 595.37
STARLINK-5526, -61.377785, -28.381396, 593.03
STARLINK-5527, -43.852444, -7.206078, 586.73
STARLINK-5522, -59.414506, -129.022943, 592.47
STARLINK-5775, 37.607855, -105.507934, 562.02
STARLINK-5716, 42.520681, -82.852337, 563.12
STARLINK-5763, 43.078000, -66.512935, 563.25
STARLINK-5340, 31.457041, -133.003488, 560.81
STARLINK-5333, 38.303462, -142.400675, 562.22
STARLINK-5335, 39.641989, -42.932167, 562.39
STARLINK-5334, 14.010528, 3.593140, 558.43
STARLINK-5339, 34.924901, -29.016346, 561.40
STARLINK-5351, 1.804788, 17.056061, 558.75
STARLINK-5349, -4.574880, 23.857371, 561.12
STARLINK-5329, -2.327426, 21.449824, 558.93
STARLINK-5348, -14.495465, 34.926854, 561.34
STARLINK-5342, 5.923887, 12.641884, 558.38
STARLINK-5345, -39.843876, 81.668289, 570.02
STARLINK-5346, -25.793369, 49.902010, 565.06
STARLINK-6313, -43.059574, 113.506975, 571.40
STARLINK-6344, -35.243226, 67.730053, 568.27
STARLINK-6333, 25.927642, -130.325959, 559.69
STARLINK-6327, -43.106875, 105.322094, 571.48
STARLINK-6328, 10.627689, -149.951857, 558.46
STARLINK-6323, -21.597562, 173.647750, 563.60
STARLINK-6329, 32.486141, -118.803921, 560.68
STARLINK-6317, 2.447302, -158.853876, 558.71
STARLINK-6335, 29.325041, -124.765218, 560.21
STARLINK-6337, 22.313255, -135.584056, 559.24
STARLINK-6307, 43.133198, -81.413880, 563.35
STARLINK-6318, 15.829785, -24.604062, 558.54
STARLINK-6280, 40.069614, -57.649032, 562.48
STARLINK-6319, 34.428870, -126.775464, 561.21
STARLINK-6310, 22.581275, -20.289487, 559.16
STARLINK-6308, 41.050508, -105.559065, 562.86
STARLINK-6309, 20.868560, 8.077317, 559.00
STARLINK-6312, 24.560005, 2.914743, 559.32
STARLINK-6311, 9.051214, 22.241956, 558.11
STARLINK-6314, -14.794963, 169.223815, 561.46
STARLINK-6135, -26.601976, 64.176629, 564.97
STARLINK-6136, 34.293643, -14.534588, 561.22
STARLINK-6249, -33.071118, 75.846787, 567.41
STARLINK-6266, -15.406263, 49.026189, 561.61
STARLINK-6228, -43.147805, 120.205698, 571.49
STARLINK-6226, -23.030592, 58.865855, 563.89
STARLINK-6086, -39.086770, 151.693722, 569.86
STARLINK-6187, -40.264298, 96.409457, 570.08
STARLINK-6291, -34.172891, 165.303090, 568.03
STARLINK-6244, -42.968196, 128.371722, 571.41
STARLINK-6263, -0.716866, -149.203240, 558.93
STARLINK-6255, -31.189158, 171.467455, 566.91
STARLINK-6199, 15.525869, -131.264409, 558.60
STARLINK-5802, -8.920746, -158.046486, 560.18
STARLINK-6074, 26.734112, -116.050095, 560.00
STARLINK-6295, 11.547661, -135.896746, 558.65
STARLINK-6252, 41.835634, -75.938268, 563.03
STARLINK-5302, 35.960696, -97.897010, 561.78
STARLINK-6265, 42.938750, -51.576512, 563.29
STARLINK-6286, 40.822195, -35.807274, 562.48
STARLINK-30122, 0.898048, 82.561715, 558.65
STARLINK-30129, -33.032397, 127.293733, 567.46
STARLINK-30124, -40.241500, 147.853245, 570.37
STARLINK-30036, -40.926421, -164.314393, 570.63
STARLINK-30067, -24.461466, -125.811088, 564.58
STARLINK-30126, -34.211796, -143.221001, 568.17
STARLINK-30121, -13.012879, -111.121536, 561.01
STARLINK-30130, 34.026164, 36.761419, 561.06
STARLINK-30068, 43.116659, -23.232491, 563.28
STARLINK-30127, -0.769656, -97.698121, 559.17
STARLINK-30053, 11.544076, -84.342009, 558.48
STARLINK-30125, 23.125427, -69.873120, 559.35
STARLINK-30117, -11.400048, 95.861153, 560.60
STARLINK-30132, 33.142935, -52.886021, 561.02
STARLINK-30066, 12.714824, 68.790963, 558.21
STARLINK-30080, 41.203136, 0.926276, 562.80
STARLINK-30079, 43.152449, -8.338380, 563.20
STARLINK-30070, 40.323759, -32.209778, 562.61
STARLINK-30071, 24.153289, 54.205091, 559.43
STARLINK-30085, 40.837113, 15.681624, 562.61
STARLINK-6197, -37.528746, -102.827224, 584.34
STARLINK-6198, 6.910513, -124.356878, 574.30
STARLINK-5978, 4.508904, -85.102247, 574.18
STARLINK-6342, -16.738812, -92.959339, 577.46
STARLINK-6339, -8.134388, 36.390797, 575.70
STARLINK-6275, 25.652432, -76.750186, 575.59
STARLINK-6296, -28.381514, 44.690495, 581.15
STARLINK-6190, 69.726010, 14.677327, 585.69
STARLINK-6292, -29.194837, 45.080068, 581.42
STARLINK-6274, 65.172519, -75.079234, 584.82
STARLINK-5582, -55.830332, -138.756176, 591.18
STARLINK-6304, 68.875935, -16.100307, 585.57
STARLINK-6231, -48.281952, 77.222464, 588.56
