Satellite, Latitude, Longitude, Altitude
STARLINK-2659, 6.139209, -137.340896, 547.09
STARLINK-2685, -53.147840, -38.985573, 566.65
STARLINK-2661, -9.901794, -125.225777, 550.67
STARLINK-2675, 25.121944, 68.153807, 547.26
STARLINK-2684, -49.759078, -70.625452, 565.02
STARLINK-2722, -6.265505, 42.564117, 549.24
STARLINK-2658, 21.880295, -150.204655, 547.49
STARLINK-2697, -21.972524, 29.713729, 553.51
STARLINK-2619, -49.457072, -71.986093, 557.54
STARLINK-2723, 9.772844, 54.676420, 546.92
STARLINK-2728, 53.147811, 141.022064, 552.71
STARLINK-2755, 47.857044, 171.531577, 551.34
STARLINK-2706, 2.222636, -124.109773, 548.23
STARLINK-2525, -2.263935, 55.577524, 548.70
STARLINK-2531, 13.768101, 67.832549, 546.91
STARLINK-2696, 49.217795, 116.132857, 533.46
STARLINK-2500, -18.195534, 43.040450, 552.27
STARLINK-2494, -45.413153, 7.913509, 563.47
STARLINK-2063, 45.193483, 36.128593, 551.19
STARLINK-2139, -32.632377, -163.800401, 558.11
STARLINK-2145, -36.192808, -149.542476, 559.39
STARLINK-2151, -49.903171, -65.388210, 565.24
STARLINK-2155, -52.509105, -115.532826, 566.40
STARLINK-2166, -51.521206, -82.949550, 566.06
STARLINK-2187, 32.665697, 15.928822, 548.35
STARLINK-2188, -42.731405, -56.429470, 562.27
STARLINK-2190, -14.198915, -23.631594, 551.44
STARLINK-2191, -38.522702, -51.955598, 526.66
STARLINK-2214, -47.666807, -127.568820, 564.42
STARLINK-2217, 51.482089, 97.274870, 552.28
STARLINK-2219, -29.503029, -37.759371, 556.78
STARLINK-2220, 21.470011, 14.384000, 547.26
STARLINK-2221, -10.290900, -10.527390, 550.01
STARLINK-2222, 5.771774, 1.610190, 547.33
STARLINK-2224, 42.625376, 123.773521, 550.37
STARLINK-2225, -49.937533, -105.445519, 565.44
STARLINK-2227, -17.691911, 141.400336, 552.08
STARLINK-2228, -15.831867, 154.519658, 551.83
STARLINK-2231, 17.539417, 1.218821, 547.07
STARLINK-2232, 1.497127, -11.095060, 547.89
STARLINK-2234, 30.807427, -11.226339, 548.46
STARLINK-2235, -50.654536, -161.878784, 565.59
STARLINK-2236, -4.362967, -50.832094, 548.80
STARLINK-2237, -25.771907, -23.891886, 555.16
STARLINK-2238, 49.917306, 114.559039, 552.12
STARLINK-2240, 36.061919, 30.276097, 549.25
STARLINK-2241, 53.114860, 82.645722, 552.81
STARLINK-2242, 47.669227, 52.470953, 551.45
STARLINK-2244, 14.055461, 156.521848, 547.14
STARLINK-2245, -17.863523, -178.774626, 552.54
STARLINK-2249, 39.731487, 139.073302, 549.91
STARLINK-2250, -21.712340, -165.397488, 553.82
STARLINK-2251, 39.335540, 5.167911, 549.94
STARLINK-2252, -39.704976, -41.119152, 561.08
STARLINK-2253, -5.906836, -178.287797, 549.14
STARLINK-2255, 25.641203, 156.239260, 547.79
STARLINK-2275, 29.330897, 142.424856, 548.18
STARLINK-2713, 12.047484, 143.092277, 547.05
STARLINK-2714, -52.584483, -110.621420, 566.48
STARLINK-2757, -53.122037, -97.189393, 566.70
STARLINK-2739, -46.482856, -155.742374, 563.82
STARLINK-2736, -50.835098, -94.113439, 565.75
STARLINK-2754, -29.126543, -178.093480, 556.56
STARLINK-2646, 32.957282, 128.277997, 548.81
STARLINK-2704, -45.274901, -153.695415, 563.43
STARLINK-2695, -51.404342, -133.152252, 565.96
STARLINK-2733, -52.591610, -100.685462, 566.50
STARLINK-2732, -45.436684, -72.143396, 563.46
STARLINK-2691, -33.062329, -51.861521, 558.07
STARLINK-2521, -42.360371, -159.556344, 562.26
STARLINK-2673, -18.207003, -36.964785, 552.60
STARLINK-2672, -2.323785, -24.461436, 548.62
STARLINK-2731, 13.690292, -12.225375, 546.97
STARLINK-2727, 29.009032, 1.781906, 548.19
STARLINK-2720, 42.342222, 20.247051, 550.46
STARLINK-2651, 51.355887, 46.586657, 552.48
STARLINK-2657, 52.604057, 79.192408, 552.60
STARLINK-2701, 45.418838, 107.901209, 551.11
STARLINK-2734, -29.242517, -47.835775, 556.74
STARLINK-2647, 17.958282, 143.245283, 547.08
STARLINK-2717, 2.131282, 155.679889, 547.80
STARLINK-2688, -13.958012, 167.989822, 550.99
STARLINK-2726, -25.527420, 168.205606, 555.00
STARLINK-2667, -39.397247, -174.819960, 560.94
STARLINK-2709, -49.773203, -150.556358, 565.31
STARLINK-2666, 47.981505, 91.628971, 551.64
STARLINK-2735, -53.146522, -119.016371, 566.66
STARLINK-2738, -47.880865, -88.539735, 564.51
STARLINK-2707, -36.423723, -66.222375, 559.56
STARLINK-2763, -22.067648, -50.375961, 553.94
STARLINK-2745, -9.758865, 154.977564, 550.04
STARLINK-2705, 9.805527, -25.300092, 546.98
STARLINK-2711, 25.271143, -12.045570, 547.73
STARLINK-2712, -6.285535, -37.336519, 549.20
STARLINK-2737, 49.715959, 29.220089, 552.01
STARLINK-2746, 53.141153, 61.157831, 552.77
STARLINK-2615, 36.388383, 113.824752, 549.35
STARLINK-2648, 21.882051, 129.792634, 547.58
STARLINK-2649, 6.135637, 142.664538, 547.42
STARLINK-2725, 2.162616, 115.898390, 547.77
STARLINK-2743, -9.806713, 114.865160, 550.19
STARLINK-2756, 49.721412, -10.745823, 552.06
STARLINK-2741, -38.256044, -93.510321, 560.31
STARLINK-2751, -39.376048, 145.190488, 560.97
STARLINK-2629, -52.866140, -166.389280, 566.70
STARLINK-2627, 30.835426, -51.205015, 548.49
STARLINK-2742, 15.744803, -65.550507, 547.02
STARLINK-2617, -6.275771, -77.472116, 549.24
STARLINK-2740, -33.037168, -91.831038, 558.31
STARLINK-2750, 50.751241, 45.996890, 552.35
STARLINK-2752, -3.934619, 115.346420, 548.68
STARLINK-2618, 29.201967, 92.562016, 548.14
STARLINK-2748, -34.672107, -88.889979, 558.97
STARLINK-2616, -7.940551, 128.314137, 549.72
STARLINK-2753, -45.181047, 176.155112, 563.40
STARLINK-3004, 22.760956, 70.546829, 565.75
STARLINK-3005, 58.159051, 61.275073, 572.75
STARLINK-3096, -42.242886, 2.455002, 586.19
STARLINK-3090, 18.330984, -149.818705, 574.64
STARLINK-3077, 58.807476, -120.014214, 583.30
STARLINK-3078, 69.992194, -72.992197, 585.63
STARLINK-3073, -60.716316, 23.457789, 592.84
STARLINK-3084, -70.084360, 90.826100, 595.51
STARLINK-3055, -61.016508, 142.467248, 592.97
STARLINK-3058, 61.857106, -19.303017, 584.13
STARLINK-3057, -60.109825, 124.226764, 592.59
STARLINK-3118, 28.565581, 124.868239, 231.31
STARLINK-3093, 43.635376, 3.093596, 579.55
STARLINK-3042, 0.314593, 163.384870, 574.43
STARLINK-3109, -42.608671, 163.825018, 586.31
STARLINK-3100, 1.903159, 22.571097, 574.42
STARLINK-3119, 70.095792, -105.488658, 585.67
STARLINK-3116, -22.049419, 174.845891, 578.91
STARLINK-3071, 21.499678, 171.472737, 575.10
STARLINK-3048, 20.335459, -169.034813, 574.94
STARLINK-3053, -19.328805, 30.557551, 577.92
STARLINK-3104, -39.950435, 40.916215, 585.32
STARLINK-3102, 41.394353, -35.341473, 579.00
STARLINK-3081, -70.095261, 74.505897, 595.46
STARLINK-3072, -0.467105, -16.558283, 574.65
STARLINK-3068, 41.018839, -158.387629, 578.92
STARLINK-3060, -21.656898, -8.459632, 578.97
STARLINK-3085, -41.492852, 144.589532, 585.81
STARLINK-3051, 59.760094, -138.353069, 583.63
STARLINK-3083, 21.351584, 173.414441, 513.69
STARLINK-3056, -58.877064, 60.103636, 592.35
STARLINK-3095, -43.703900, -176.984847, 586.80
STARLINK-3080, -61.877194, 160.622021, 593.27
STARLINK-3082, -39.557870, -178.120678, 390.62
STARLINK-3088, 60.980345, -37.458845, 583.88
STARLINK-3106, 21.915838, -5.095814, 575.07
STARLINK-3052, -23.216321, -165.646029, 579.24
STARLINK-3089, 42.509741, -16.104066, 579.22
STARLINK-3054, 19.165567, -149.508402, 574.65
STARLINK-3101, -41.133712, 21.689927, 585.76
STARLINK-3046, 0.726732, 3.018147, 574.51
STARLINK-3074, 23.090585, 14.391897, 575.35
STARLINK-3107, 39.892890, -139.108599, 578.62
STARLINK-3091, -0.873181, -177.052304, 574.61
STARLINK-3045, -59.804627, 41.729738, 592.67
STARLINK-3047, 34.891220, -170.774631, 538.27
STARLINK-3087, 70.083600, -89.221719, 585.79
STARLINK-3069, 20.735855, -24.607964, 575.08
STARLINK-3103, 42.126619, -177.610641, 579.28
STARLINK-3086, -69.997822, 107.160402, 595.49
STARLINK-3043, 60.062175, -55.682523, 583.55
STARLINK-3050, -20.491357, 11.043152, 578.55
STARLINK-3059, -2.053311, -157.470132, 574.76
STARLINK-3151, -8.180584, 78.668248, 542.27
STARLINK-3075, -53.054110, 3.397887, 559.13
STARLINK-3147, -38.061415, 49.178172, 552.79
STARLINK-3162, -8.000803, 68.776044, 542.12
STARLINK-3144, -46.638234, 32.836469, 556.54
STARLINK-3157, 3.907669, 77.696409, 540.15
STARLINK-3146, -19.802791, 69.245279, 545.63
STARLINK-3159, 23.785310, 93.905603, 540.05
STARLINK-3133, 12.109024, 93.953899, 539.68
STARLINK-3154, -38.311937, -69.595902, 552.92
STARLINK-3111, 27.590909, 107.639169, 540.42
STARLINK-3120, 53.055486, -176.617563, 545.23
STARLINK-3110, 41.232494, 125.441989, 542.89
STARLINK-3112, -41.372091, -54.505547, 554.42
STARLINK-3161, -53.366180, -5.257081, 559.15
STARLINK-3149, 50.853723, 150.951787, 544.87
STARLINK-3135, 46.595190, -147.055426, 543.92
STARLINK-3139, -8.117830, -89.127491, 542.22
STARLINK-3114, 19.679747, -110.649635, 539.82
STARLINK-3131, -23.805150, -76.066002, 547.05
STARLINK-3121, -34.560148, 53.878245, 551.42
STARLINK-3138, 53.366673, 174.760147, 545.35
STARLINK-3153, -4.107242, 81.896824, 541.42
STARLINK-3158, 46.654649, 126.753764, 543.98
STARLINK-3079, 46.770300, 117.051576, 544.03
STARLINK-3134, 3.891344, -97.971108, 540.33
STARLINK-3117, 31.079804, 91.402555, 541.10
STARLINK-3049, 34.707061, 95.771625, 541.62
STARLINK-3130, 53.100601, 146.804005, 545.35
STARLINK-3044, 31.044275, -141.877526, 540.86
STARLINK-3105, 41.032229, -155.546710, 542.72
STARLINK-3128, -34.853707, -84.039421, 551.55
STARLINK-3098, 27.281742, -137.773130, 540.63
STARLINK-3136, -46.801234, -62.869347, 556.49
STARLINK-3126, 15.942688, -127.477494, 539.53
STARLINK-3122, -46.577626, -53.047709, 556.47
STARLINK-3099, -4.259470, -112.049741, 541.30
STARLINK-3115, 37.859792, -140.534138, 542.36
STARLINK-3137, 23.506507, -124.084326, 539.95
STARLINK-3127, 53.367545, 165.025606, 545.27
STARLINK-3125, 7.824589, -111.089875, 539.85
STARLINK-3150, -34.657286, -74.255522, 551.38
STARLINK-3129, 12.014275, -114.242868, 539.80
STARLINK-3160, -8.277263, -99.015737, 542.40
STARLINK-3145, -53.366321, -14.973321, 559.37
STARLINK-3124, -19.951942, -89.518496, 545.61
STARLINK-3132, -50.861892, 8.759517, 558.27
STARLINK-3156, -49.059054, -46.227498, 557.50
STARLINK-3141, -37.949444, 39.332442, 552.81
STARLINK-3140, -23.683469, 55.739801, 547.02
STARLINK-3219, -34.731335, -26.027804, 551.35
STARLINK-3218, -12.176155, -165.884128, 543.36
STARLINK-3242, 52.248811, 88.567283, 545.22
STARLINK-3240, 44.125756, 60.930867, 543.40
STARLINK-3251, 52.157688, 121.505994, 545.22
STARLINK-3249, -52.227119, -91.388438, 558.78
STARLINK-3246, -31.269012, -138.224781, 550.17
STARLINK-3252, -15.933813, 2.522600, 544.36
STARLINK-3238, -41.285608, -134.435832, 554.25
STARLINK-3113, 16.082589, 27.040265, 539.62
STARLINK-3148, -50.933791, -108.982263, 558.37
STARLINK-3225, -27.661595, -152.282128, 548.65
STARLINK-3143, 48.867290, 63.347350, 544.32
STARLINK-3155, -52.192478, -58.616276, 558.75
STARLINK-3226, 37.986454, 149.257673, 542.18
STARLINK-3244, 23.693516, 165.743879, 540.04
STARLINK-3202, 50.870299, 70.836261, 544.72
STARLINK-3239, 7.984146, 178.725625, 539.94
STARLINK-3231, 53.368010, 94.741990, 545.33
STARLINK-3241, 49.006141, 125.935164, 544.62
STARLINK-3233, -4.033854, 1.775427, 541.26
STARLINK-3247, 41.187429, 45.368127, 542.65
STARLINK-3248, 3.595322, -178.322579, 540.19
STARLINK-3250, -48.925124, -116.426243, 557.59
STARLINK-3236, -53.366585, -85.246468, 559.25
STARLINK-3229, 12.091323, 13.867164, 539.65
STARLINK-3209, -4.108555, 177.851865, 541.25
STARLINK-3200, -46.662321, -47.220086, 556.46
STARLINK-3193, 7.903551, 168.960169, 539.92
STARLINK-3210, -38.030787, -139.609863, 553.07
STARLINK-3207, 37.799947, 139.557227, 542.39
STARLINK-3197, 12.005292, 165.692260, 539.58
STARLINK-3194, 53.366361, 85.033770, 545.47
STARLINK-3204, 23.564742, 155.855898, 540.21
STARLINK-3199, 38.085358, 30.421606, 542.19
STARLINK-3203, 48.901355, 116.305553, 544.41
STARLINK-3195, 8.059697, 0.823538, 539.73
STARLINK-3198, 49.017986, 53.643375, 544.41
STARLINK-3227, 19.799919, 10.317972, 539.76
STARLINK-3190, -41.227346, -45.868682, 554.30
STARLINK-3192, -7.985888, -11.208541, 542.28
STARLINK-3196, -53.366901, -94.918482, 559.48
STARLINK-3208, -53.073764, -103.534692, 559.17
STARLINK-3191, -34.687385, -154.200104, 551.41
STARLINK-3201, -38.145406, -149.490581, 552.91
STARLINK-3317, 31.121502, -101.900946, 540.95
STARLINK-3313, 8.080917, 120.835450, 539.67
STARLINK-3309, 46.665419, 166.796829, 543.89
STARLINK-3297, 53.072745, -163.559237, 545.37
STARLINK-3288, 38.059416, 150.380808, 542.21
STARLINK-3304, 23.778994, 133.900512, 540.04
STARLINK-3306, 43.948183, -131.023818, 543.40
STARLINK-3298, 48.883704, -123.647633, 544.44
STARLINK-3305, 15.936534, 116.966376, 539.62
STARLINK-3271, 27.449544, -87.938691, 540.58
STARLINK-3296, -31.263759, 78.022709, 549.98
STARLINK-3301, 11.898117, -84.238814, 539.69
STARLINK-3245, 34.734243, 135.807996, 541.62
STARLINK-3286, -27.430620, 82.071317, 548.37
STARLINK-3287, 53.099317, -173.202218, 545.40
STARLINK-3289, -52.252210, -11.334180, 558.96
STARLINK-3292, -53.266695, 5.490613, 559.26
STARLINK-3291, 19.939167, 120.423860, 539.85
STARLINK-3293, 40.994358, -115.485192, 542.87
STARLINK-3282, 46.770859, 157.055661, 544.04
STARLINK-3284, -0.035764, 104.603555, 540.59
STARLINK-3283, 50.755679, -140.769273, 544.92
STARLINK-3265, -0.049246, -75.178837, 540.64
STARLINK-3285, -31.170109, -48.485036, 550.05
STARLINK-3277, -11.918129, 95.590212, 543.21
STARLINK-3281, -46.812594, -22.833633, 556.57
STARLINK-3279, -4.227835, -72.036224, 541.38
STARLINK-3274, 37.854605, -100.531182, 542.22
STARLINK-3272, -15.922950, 82.526074, 544.20
STARLINK-3275, 6.958317, 72.856422, 500.80
STARLINK-3276, -44.138490, 58.598760, 555.50
STARLINK-3268, 31.195758, 121.534217, 540.90
STARLINK-3273, -8.004464, 108.772936, 542.08
STARLINK-3259, 44.154162, 140.989568, 543.36
STARLINK-3261, 0.036818, 94.800719, 540.62
STARLINK-3269, -6.873367, -80.294386, 537.17
STARLINK-3266, 16.045157, 107.121548, 539.64
STARLINK-3267, 52.167616, -158.463487, 545.12
STARLINK-3264, -0.259121, -85.032683, 540.75
STARLINK-3270, -52.186546, 21.409579, 558.91
STARLINK-3235, 15.759213, -97.376855, 539.64
STARLINK-3255, -12.091927, -76.049318, 543.19
STARLINK-3256, -44.008359, 48.861732, 555.41
STARLINK-3257, 46.720697, -137.290656, 544.04
STARLINK-3254, -50.829213, -19.340830, 558.16
STARLINK-3260, -31.173507, -88.491942, 550.00
STARLINK-3258, -46.708268, 42.548870, 556.62
STARLINK-3262, -31.349784, -58.290123, 550.00
STARLINK-3321, -41.085123, -15.632452, 554.10
STARLINK-3323, 43.953399, 148.982656, 543.40
STARLINK-3333, 30.960295, 168.288240, 541.06
STARLINK-3335, 15.743745, -177.319824, 539.78
STARLINK-3355, -16.223004, -152.726005, 544.42
STARLINK-3232, -0.203869, -165.069403, 540.69
STARLINK-3347, -44.189043, -118.897501, 555.53
STARLINK-3338, 31.142605, 41.581468, 540.80
STARLINK-3349, -43.994934, -31.151244, 555.53
STARLINK-3324, 19.900906, 40.392506, 539.69
STARLINK-3234, -27.413561, 2.096093, 548.48
STARLINK-3342, 41.049329, 164.428089, 543.03
STARLINK-3341, -11.985718, 15.696444, 543.20
STARLINK-3336, 53.100162, 106.798695, 545.41
STARLINK-3327, 34.724893, 55.797191, 541.59
STARLINK-3339, 27.301316, -177.790903, 540.48
STARLINK-3346, -50.761964, -40.899598, 558.23
STARLINK-3343, -4.260744, -152.046262, 541.32
STARLINK-3334, 4.029593, 27.780251, 540.19
STARLINK-3332, 11.803936, -164.161342, 539.65
STARLINK-3329, 50.780207, 139.134080, 544.87
STARLINK-3290, -0.090470, -155.262302, 540.85
STARLINK-3294, 46.773043, 77.062107, 543.91
STARLINK-3278, -23.651042, 15.774871, 546.85
STARLINK-3299, -53.089924, -73.297273, 558.99
STARLINK-3328, -27.620699, 11.930450, 548.58
STARLINK-3331, 38.062682, 70.382949, 542.39
STARLINK-3310, 23.720004, 53.960962, 540.17
STARLINK-3330, 27.322054, -168.032098, 540.61
STARLINK-3318, -46.786380, -102.905794, 556.56
STARLINK-3322, -50.749899, -38.500880, 533.83
STARLINK-3320, 23.498245, -164.082328, 540.21
STARLINK-3295, 7.844758, -151.102292, 540.12
STARLINK-3300, 48.897149, 156.323981, 544.44
STARLINK-3302, -8.245524, -139.036231, 542.27
STARLINK-3325, 49.052498, 93.747731, 544.64
STARLINK-3326, -49.044170, -86.276627, 557.57
STARLINK-3230, 8.079037, 40.836307, 539.86
STARLINK-3308, -23.904814, -125.864095, 547.21
STARLINK-3319, 41.126662, 174.303319, 542.82
STARLINK-3315, -48.926299, -23.775969, 557.53
STARLINK-3311, -38.161474, -109.469025, 552.84
STARLINK-3312, -23.957592, -165.928030, 547.16
STARLINK-3314, -8.009230, 28.696944, 542.30
STARLINK-3366, -20.099889, -19.435083, 545.76
STARLINK-3350, -11.972587, 135.702927, 543.21
STARLINK-3176, 50.770673, -100.842683, 544.93
STARLINK-3368, 48.887295, -83.668260, 544.48
STARLINK-3362, 4.066620, 147.806147, 540.04
STARLINK-3358, -53.098490, 46.758409, 559.14
STARLINK-3344, 46.773367, -162.952386, 543.98
STARLINK-3173, -4.270231, -32.041704, 541.40
STARLINK-3374, 52.219254, -141.649282, 545.21
STARLINK-3372, 41.015569, -75.522601, 542.84
STARLINK-3375, 19.944779, 160.430672, 539.77
STARLINK-3397, 11.817399, -44.175425, 539.72
STARLINK-3243, 52.214326, -108.820462, 545.20
STARLINK-3391, -41.043806, 104.312685, 554.11
STARLINK-3394, 27.263178, -57.756905, 540.53
STARLINK-3398, -44.134309, 98.608144, 555.46
STARLINK-3399, -31.166508, -8.487050, 549.96
STARLINK-3392, -27.418634, 122.084276, 548.41
STARLINK-3389, 53.364902, -114.944259, 545.42
STARLINK-3387, 27.446624, -47.934024, 540.58
STARLINK-3386, 50.838279, -91.136166, 544.94
STARLINK-3370, 41.142383, -65.731350, 542.81
STARLINK-3400, -38.158147, 10.530156, 552.89
STARLINK-3396, 53.070010, -123.613517, 545.38
STARLINK-3395, 7.822186, -31.087689, 539.76
STARLINK-3388, -23.934921, -5.950647, 547.15
STARLINK-3393, -8.261287, -19.025349, 542.28
STARLINK-3356, -49.058461, 33.783087, 557.56
STARLINK-3183, 44.032262, -169.259387, 543.38
STARLINK-3363, -50.851787, 88.757296, 558.24
STARLINK-3253, 8.202086, 160.726097, 539.79
STARLINK-3180, -23.613158, 135.805395, 546.93
STARLINK-3177, -48.916036, 96.245106, 557.41
STARLINK-3172, 3.906784, 157.696869, 540.16
STARLINK-3175, -41.224261, 114.127678, 554.32
STARLINK-3179, 38.075928, -169.595919, 542.23
STARLINK-3369, 34.698723, 175.832466, 541.59
STARLINK-3184, 34.486711, -45.942288, 541.64
STARLINK-3185, 19.805385, 170.318389, 539.80
STARLINK-3365, 19.684344, -30.650938, 539.75
STARLINK-3354, -12.144948, 145.577894, 543.21
STARLINK-3352, 46.601030, -67.073599, 543.99
STARLINK-3359, 48.891867, -136.568938, 544.46
STARLINK-3360, -48.952012, 105.946902, 557.46
STARLINK-3357, -53.361544, 65.107580, 559.24
STARLINK-3361, 39.039739, -161.252681, 516.87
STARLINK-3364, 41.390766, -154.660304, 542.86
STARLINK-3167, 30.931520, -71.686612, 541.04
STARLINK-3181, 31.192820, 161.532667, 541.01
STARLINK-3166, 41.110232, 175.245701, 542.80
STARLINK-3419, -16.217839, -32.733413, 544.46
STARLINK-3189, 52.173521, -118.509869, 545.29
STARLINK-3401, 43.951985, -91.023576, 543.45
STARLINK-3178, -31.337942, -18.301171, 550.03
STARLINK-3174, -0.272896, -45.060344, 540.66
STARLINK-3182, 52.259924, -151.335758, 545.26
STARLINK-3415, -27.582067, -22.433232, 548.44
STARLINK-3528, -0.057000, 4.793131, 540.37
STARLINK-3533, -31.156297, 31.504638, 549.87
STARLINK-3543, -4.287810, 7.973097, 541.49
STARLINK-3445, 16.000096, -7.447471, 539.65
STARLINK-3546, -50.788185, 119.085687, 558.13
STARLINK-3540, -20.040757, 20.594370, 545.72
STARLINK-3526, -31.212141, 157.969742, 549.98
STARLINK-3524, -52.214303, 78.354235, 558.83
STARLINK-3535, -11.991911, 175.689222, 543.19
STARLINK-3529, 19.937417, -159.575077, 539.75
STARLINK-3522, -27.439914, 162.064780, 548.37
STARLINK-3527, 15.772286, -17.348062, 539.66
STARLINK-3532, 4.070917, -172.189338, 540.06
STARLINK-3448, -16.190829, 7.243749, 544.63
STARLINK-3523, 30.954544, -31.710517, 541.08
STARLINK-3530, -44.200735, 41.091177, 555.49
STARLINK-3514, -0.217442, -5.063362, 540.75
STARLINK-3518, -52.258069, 68.659679, 558.93
STARLINK-3525, -27.511814, 17.570520, 548.52
STARLINK-3450, -31.080424, 148.147373, 549.91
STARLINK-3517, -52.188499, 101.381414, 558.78
STARLINK-3447, -34.772216, 143.779127, 551.43
STARLINK-3509, -44.027273, 128.820921, 555.40
STARLINK-3515, 31.183548, -158.476482, 541.05
STARLINK-3516, -15.948218, 162.508931, 544.35
STARLINK-3500, 52.251665, -111.396687, 545.19
STARLINK-3520, 11.897725, -176.198871, 539.65
STARLINK-3521, -0.077166, 174.912210, 540.72
STARLINK-3512, -3.937997, 161.764609, 541.24
STARLINK-3452, 43.966069, -51.020731, 543.37
STARLINK-3449, 44.138767, -139.039071, 543.41
STARLINK-3502, -23.843968, 145.597518, 547.00
STARLINK-3446, 53.081149, -86.946210, 545.36
STARLINK-3501, 12.081754, 173.935003, 539.58
STARLINK-3451, -31.228485, 21.756804, 549.91
STARLINK-3505, 37.941758, -159.778723, 542.14
STARLINK-3506, -8.164347, 158.660375, 542.16
STARLINK-3511, 48.949998, -73.933421, 544.49
STARLINK-3507, 23.629863, -176.229196, 540.15
STARLINK-3457, -41.394032, 25.487533, 554.28
STARLINK-3460, 53.054920, -96.641067, 545.40
STARLINK-3513, -50.898617, 50.975951, 558.33
STARLINK-3459, -53.365467, 74.707638, 559.23
STARLINK-3458, -34.553838, 133.922619, 551.28
STARLINK-3456, -46.635750, 112.839162, 556.44
STARLINK-3622, 37.854571, -20.526229, 542.27
STARLINK-3621, 7.829703, 8.909474, 539.87
STARLINK-3612, 23.538844, -4.121778, 540.22
STARLINK-3614, -8.277997, 20.978219, 542.16
STARLINK-3623, -38.160453, 50.532128, 552.99
STARLINK-3624, -19.963873, 30.419722, 545.77
STARLINK-3629, -53.365360, 105.059224, 559.18
STARLINK-3620, -23.933750, 34.048117, 547.04
STARLINK-3608, -48.926805, 136.214037, 557.27
STARLINK-3625, -53.073473, 96.411676, 559.17
STARLINK-3615, -46.841282, 57.120690, 556.57
STARLINK-3611, -50.871033, 128.752419, 558.30
STARLINK-3617, 8.050892, -159.195586, 539.89
STARLINK-3580, -7.982435, -171.247146, 542.26
STARLINK-3616, 19.759150, 9.439796, 539.92
STARLINK-3628, -27.599791, 171.949127, 548.45
STARLINK-3632, -50.897885, 90.974494, 558.28
STARLINK-3646, 19.798378, -149.725063, 539.75
STARLINK-3638, -46.653306, 152.797000, 556.54
STARLINK-3619, -27.674450, 47.730251, 548.61
STARLINK-3641, -3.987382, -158.192380, 541.31
STARLINK-3639, -53.059023, 123.321391, 559.21
STARLINK-3631, 12.086211, -146.060469, 539.64
STARLINK-3602, -34.602318, 173.912992, 551.53
STARLINK-3626, 41.205848, -114.599247, 542.85
STARLINK-3633, -23.837835, -174.393146, 547.00
STARLINK-3573, 53.057281, -56.637313, 545.43
STARLINK-3586, -19.883475, -170.628464, 546.11
STARLINK-3634, 3.804219, 21.943323, 540.27
STARLINK-3637, 46.600167, -27.066328, 544.04
STARLINK-3592, 34.477426, -5.926320, 541.58
STARLINK-3557, 27.509741, -132.449181, 540.63
STARLINK-3544, -12.244871, 34.064669, 543.45
STARLINK-3601, 41.025160, -35.538813, 542.80
STARLINK-3605, 50.787590, -60.840284, 544.89
STARLINK-3606, 23.788455, -146.087667, 540.16
STARLINK-3609, 48.935198, -43.811853, 544.65
STARLINK-3607, 49.034632, -106.341011, 544.54
STARLINK-3613, -34.710045, 36.002168, 551.45
STARLINK-3569, 53.365002, -74.940773, 545.38
STARLINK-3610, 34.711196, -144.219368, 541.70
STARLINK-3552, 27.267429, -17.731774, 540.38
STARLINK-3599, 53.093258, -93.275761, 545.33
STARLINK-3604, 46.756161, -122.978472, 543.92
STARLINK-3603, -16.225085, 172.520984, 544.42
STARLINK-3542, -37.941628, -160.655552, 552.86
STARLINK-3539, 37.650384, 19.384890, 542.27
STARLINK-3541, -23.692912, -144.267513, 546.98
STARLINK-3545, 38.105673, -89.627003, 542.39
STARLINK-3568, -12.113855, -134.397031, 543.00
STARLINK-3571, 34.579206, -94.377922, 541.60
STARLINK-3563, 23.786420, -106.090279, 540.01
STARLINK-3560, -44.138894, 178.602599, 555.47
STARLINK-3559, -53.096002, 126.758702, 559.11
STARLINK-3562, -11.994401, -144.312137, 543.26
STARLINK-3508, -50.801501, 159.023460, 558.40
STARLINK-3555, 19.942189, -119.571153, 540.02
STARLINK-3548, 4.133132, -132.219573, 540.02
STARLINK-3503, 46.759457, -82.972925, 543.96
STARLINK-3553, 52.230722, -61.698843, 545.38
STARLINK-3590, 53.095144, -53.266145, 545.45
STARLINK-3578, 34.708723, -104.223169, 541.86
STARLINK-3588, 27.292682, 22.217502, 540.51
STARLINK-3591, 50.774245, -20.846178, 544.83
STARLINK-3567, 11.813410, 35.831054, 539.64
STARLINK-3554, 41.024749, 4.467503, 543.05
STARLINK-3582, -31.179116, 71.528731, 550.17
STARLINK-3574, -4.252695, 47.947383, 541.70
STARLINK-3585, -41.077943, -175.713665, 554.25
STARLINK-3583, -20.099515, 60.567188, 545.86
STARLINK-3556, -44.037117, 168.807238, 555.16
STARLINK-3575, -46.810389, 97.162661, 556.50
STARLINK-3572, -15.947698, -157.490711, 544.48
STARLINK-3566, -34.961630, 75.824758, 551.41
STARLINK-3504, 16.035255, -132.882228, 539.58
STARLINK-3570, -34.745758, -176.260414, 551.52
STARLINK-3576, -31.189422, -171.793019, 549.83
STARLINK-3577, 0.061350, -145.177198, 540.97
STARLINK-3584, 52.245315, -71.438903, 545.12
STARLINK-3565, 31.189618, -118.469440, 540.96
